branch,sha,committed_at,subject,behind_main,ahead_main,unique_commits,pr_disposition,pr_number,pr_url,proposed_action,cleanup_status
seo/crawl-discovery-20260824,3970ec2882272cecc06bc3ecbd26b1d0dc37b360,2026-08-24T02:26:29+02:00,Protege el contrato de descubrimiento SEO,895,12,12,merged_exact_tip,317,https://github.com/nachosanchezperez-ux/base-cofrade/pull/317,candidate_for_authorized_cleanup,deleted
seo/extraordinarias-internal-links-20260825,77072db9ba3aef3150c25951b658f16fd9778a5c,2026-08-25T10:10:23+02:00,Protege el enlazado interno de extraordinarias,832,7,7,merged_exact_tip,343,https://github.com/nachosanchezperez-ux/base-cofrade/pull/343,candidate_for_authorized_cleanup,deleted
seo/extraordinarias-pillar-20260824,fc54bb7710296eb38f83aebfb357202b92ac49f6,2026-08-24T11:57:46+02:00,Protege la página pilar SEO de Extraordinarias,883,4,4,closed_unmerged_exact_tip,325,https://github.com/nachosanchezperez-ux/base-cofrade/pull/325,preserve_unique_work,preserved
seo/extraordinarias-pillar-v2-20260824,13ecc8a4ed81f944ef9447776af888e06c10ae56,2026-08-24T12:31:19+02:00,Protege la página pilar SEO de Extraordinarias,870,3,3,merged_exact_tip,328,https://github.com/nachosanchezperez-ux/base-cofrade/pull/328,candidate_for_authorized_cleanup,deleted
seo/extraordinarias-temporal-20260825,d2267a188a53ba3f1bb0d99861c733fbaeecae23,2026-08-25T02:11:10+02:00,Protege la intención temporal de Extraordinarias,851,3,3,merged_exact_tip,341,https://github.com/nachosanchezperez-ux/base-cofrade/pull/341,candidate_for_authorized_cleanup,deleted
seo/p0-indexacion,9110dc1bb8216b52b4c17662e8fca2c70f686685,2026-09-05T17:35:31+02:00,Actualiza el contrato SEO del sitemap,141,4,4,merged_exact_tip,632,https://github.com/nachosanchezperez-ux/base-cofrade/pull/632,candidate_for_authorized_cleanup,deleted
temp-noop,dca39bfd6797bfad76cd8a8e9e4f7e182a25a1b1,2026-08-31T21:08:12+02:00,Blinda la composición móvil de la marca,451,3,3,no_pr,,,preserve_unique_work,preserved
ui/acompanamiento-musical-compacto,15f4bf33129a9bc4d857325bea8cc0a26651ce9b,2026-08-22T14:11:34+02:00,Alinea el contador del patrimonio musical con el titular,1206,8,8,merged_exact_tip,166,https://github.com/nachosanchezperez-ux/base-cofrade/pull/166,candidate_for_authorized_cleanup,deleted
ui/hermandades-acompanamiento-musical,5350271307874757d4f4b66222b739b0678b9e4d,2026-08-22T02:37:17+02:00,Ajusta el tono del acompañamiento musical en Penitencia,1216,1,1,no_pr,,,preserve_unique_work,preserved
ui/hermandades-acompanamiento-musical-v2,952aece8b74f658965ccda6c28d43b77f2911a15,2026-08-22T02:50:51+02:00,Rediseña el acompañamiento musical con logos y orden de cortejo,1216,3,3,closed_unmerged_exact_tip,160,https://github.com/nachosanchezperez-ux/base-cofrade/pull/160,preserve_unique_work,preserved
ui/hermandades-acompanamiento-musical-v3,243c89bc6764b1a4d1d0d4e44f35f743573b42d3,2026-08-22T02:52:10+02:00,Rediseña el acompañamiento musical con logos y orden de cortejo,1210,2,2,merged_exact_tip,161,https://github.com/nachosanchezperez-ux/base-cofrade/pull/161,candidate_for_authorized_cleanup,deleted
ui/hermandades-escudo-hero-limpio,b1b87934de15d09f51728a49261f03d45ee172cd,2026-08-22T15:35:32+02:00,Muestra los escudos de Hermandades sin recuadro,1122,3,3,merged_exact_tip,205,https://github.com/nachosanchezperez-ux/base-cofrade/pull/205,candidate_for_authorized_cleanup,deleted
ux/agenda-horarios-sede,20948730fba1814b0053bb3a2bfbc88276d6c464,2026-09-01T21:27:04+02:00,Asegura lectura y tacto en los horarios de Sede,395,4,2,merged_exact_tip,514,https://github.com/nachosanchezperez-ux/base-cofrade/pull/514,candidate_for_authorized_cleanup,deleted
work/cerrar-ficha-hermandad-las-aguas,b92bad9a60408879837b4940a5493587456cc062,2026-09-06T01:18:18+02:00,Sincroniza el cierre revalidado de Las Aguas,100,5,5,merged_exact_tip,651,https://github.com/nachosanchezperez-ux/base-cofrade/pull/651,candidate_for_authorized_cleanup,deleted
